,id,year,name,rating,votes,description,genres,stars,writes,cast,directors,release_day,country,language,filming_locations,budget,total_gross,duration
59,661,1908,Don Álvaro o la fuerza del sino (1908) ,4.4,8,No description.,Short | Drama,"[('Jaime Borrás', 97421), ('Joaquín Carrasco', 97421)]","[('Duque de Rivas (play) (as Duke of Rivas)', 729044)]","[{'star': 'Jaime Borrás', 'star_id': 97421, 'character': None, 'character_id': None}, {'star': 'Joaquín Carrasco', 'star_id': 140054, 'character': None, 'character_id': None}]","[('Narciso Cuyàs', 194088)]",,Spain,None,,,,
60,662,1908,Concealing a Burglar (1908) ,5.8,13,"Mr. and Mrs. Brown are preparing to attend a banquet, and Mrs. Brown takes from the jewel case a beautiful pearl necklace, but in her haste forgets to put it on. She notices its absence ...
                    See full summary »",Short | Drama,"[('Arthur V. Johnson', 424530), ('Florence Lawrence', 424530), ('Harry Solter | See full cast & crew\xa0»', 424530)]","[('D.W. Griffith', 428)]","[{'star': 'Arthur V. Johnson', 'star_id': 424530, 'character': 'Mr. Brown', 'character_id': 665}, {'star': 'Florence Lawrence', 'star_id': 492757, 'character': 'Mrs. Brown', 'character_id': 665}, {'star': 'Harry Solter', 'star_id': 813603, 'character': 'Mr. Wells', 'character_id': 665}, {'star': 'Linda Arvidson', 'star_id': 38106, 'character': None, 'character_id': None}, {'star': 'George Gebhardt', 'star_id': 311375, 'character': 'Dinner Guest', 'character_id': 665}, {'star': 'Robert Harron', 'star_id': 366008, 'character': 'Valet', 'character_id': 665}, {'star': 'Jeanie Macpherson', 'star_id': 534221, 'character': 'Dinner Guest', 'character_id': 665}, {'star': 'Mack Sennett', 'star_id': 784407, 'character': 'The Waiter', 'character_id': 665}]","[('D.W. Griffith', 428)]",30-Oct-08,USA,None | English,,,,11
61,663,1908,Don Juan Tenorio (1908) ,4.7,35,No description.,Short | Drama,"[('Cecilio Rodríguez de la Vega', 735618)]","[('Ricardo de Baños', 63413), ('Alberto Marro | 1 more credit\xa0»', 63413)]","[{'star': 'Cecilio Rodríguez de la Vega', 'star_id': 735618, 'character': 'Don Juan Tenorio', 'character_id': 674}]","[('Ricardo de Baños', 63413), ('Alberto Marro', 63413)]",,Spain,None,,,,15
62,664,1908,The Clubman and the Tramp (1908) ,5.6,13,"A tramp tricks a cook into leaving her wealthy employer's house. While the clubman's house is empty the tramp makes himself at home, starting by helping himself to a good meal, then going ...
                    See full summary »",Short | Comedy,"[('Florence Lawrence', 492757), ('Linda Arvidson', 492757), ('John R. Cumpson | See full cast & crew\xa0»', 492757)]","[('D.W. Griffith', 428)]","[{'star': 'Florence Lawrence', 'star_id': 492757, 'character': 'Bridget', 'character_id': 663}, {'star': 'Linda Arvidson', 'star_id': 38106, 'character': 'Dinner Guest', 'character_id': 663}, {'star': 'John R. Cumpson', 'star_id': 173994, 'character': None, 'character_id': None}, {'star': 'George Gebhardt', 'star_id': 311375, 'character': 'Waiter', 'character_id': 663}, {'star': 'Robert Harron', 'star_id': 366008, 'character': 'Man on Street', 'character_id': 663}, {'star': 'Arthur V. Johnson', 'star_id': 424530, 'character': 'Dinner Guest', 'character_id': 663}, {'star': 'Jeanie Macpherson', 'star_id': 534221, 'character': 'Dinner Guest', 'character_id': 663}, {'star': 'Mack Sennett', 'star_id': 784407, 'character': 'Dinner Guest', 'character_id': 663}, {'star': 'Harry Solter', 'star_id': 813603, 'character': 'Man on Street', 'character_id': 663}]","[('D.W. Griffith', 428)]",27-Nov-08,USA,None | English,West 12th Street | Manhattan | New York City | New York | USA,,,17
63,665,1908,La Dolores (1908) ,6.4,5,No description.,Short,"[('Joaquín Carrasco', 140054), ('Señor Gallart', 140054), ('Enrique Jiménez | See full cast & crew\xa0»', 140054)]","[('Josep Feliú i Codina (play)', 271357), ('Fructuós Gelabert', 271357)]","[{'star': 'Joaquín Carrasco', 'star_id': 140054, 'character': None, 'character_id': None}, {'star': 'Señor Gallart', 'star_id': 302647, 'character': 'Lázaro', 'character_id': 673}, {'star': 'Enrique Jiménez', 'star_id': 422930, 'character': 'Melchor', 'character_id': 673}, {'star': 'Manuel Sirvent', 'star_id': 802950, 'character': None, 'character_id': None}, {'star': 'Vicente Sirvent', 'star_id': 802955, 'character': None, 'character_id': None}, {'star': 'José Vives', 'star_id': 900293, 'character': None, 'character_id': None}]","[('Fructuós Gelabert', 5717), ('Enrique Jiménez', 5717)]",,Spain,None,,,,15
64,666,1908,The Christmas Burglars (1908) ,5.6,17,"It is Christmas Eve. Mrs. Martin, the poor widowed mother of a seven-year-old child, returns to her cheerless apartment, after a long day's tramp in search of work, and all in vain. The ...
                    See full summary »",Short | Comedy,"[('Florence Lawrence', 492757), ('Adele DeGarde', 492757), ('Charles Inslee | See full cast & crew\xa0»', 492757)]","[('D.W. Griffith', 428)]","[{'star': 'Florence Lawrence', 'star_id': 492757, 'character': 'Mrs. Martin', 'character_id': 660}, {'star': 'Adele DeGarde', 'star_id': 214651, 'character': ""Margie - Mrs. Martin's Daughter"", 'character_id': 660}, {'star': 'Charles Inslee', 'star_id': 409390, 'character': 'Mike McLaren', 'character_id': 660}, {'star': 'John R. Cumpson', 'star_id': 173994, 'character': None, 'character_id': None}, {'star': 'Gladys Egan', 'star_id': 250676, 'character': None, 'character_id': None}, {'star': 'George Gebhardt', 'star_id': 311375, 'character': ""One of Mike's Assistants"", 'character_id': 660}, {'star': 'Arthur V. Johnson', 'star_id': 424530, 'character': ""One of Mike's Assistants"", 'character_id': 660}, {'star': 'Marion Leonard', 'star_id': 502701, 'character': 'Customer', 'character_id': 660}, {'star': 'Jeanie Macpherson', 'star_id': 534221, 'character': 'Customer', 'character_id': 660}, {'star': 'Tom Moore', 'star_id': 601962, 'character': 'Customer', 'character_id': 660}, {'star': 'Mack Sennett', 'star_id': 784407, 'character': ""One of Mike's Assistants"", 'character_id': 660}, {'star': 'Harry Solter', 'star_id': 813603, 'character': ""One of Mike's Assistants"", 'character_id': 660}, {'star': 'Charles West', 'star_id': 921980, 'character': None, 'character_id': None}]","[('D.W. Griffith', 428)]",22-Dec-08,USA,None | English,8th Avenue at 14th Street | Greenwich Village | Manhattan | New York City | New York | USA,,,11
65,667,1908,Don Quijote (1908) ,4.9,9,"A self-proclaimed ""knight"" and his hapless squire travel the Spanish countryside, attacking ""giants"" that are really windmills in his attempt to win the love of the fair Dulcinea.",Drama,,"[('Miguel de Cervantes y Saavedra (novel)', 148859)]",,"[('Narciso Cuyàs', 194088)]",,Spain,None,,,,
66,668,1908,The Black Viper (1908) ,4.7,107,"A thug accosts a girl as she leaves her workplace but a man rescues her. The thug vows revenge and, with the help of two friends, attacks the girl and her rescuer again as they're going for...
                    See full summary »",Short | Drama,"[('Edward Dillon', 226992), ('George Gebhardt', 226992), ('D.W. Griffith | See full cast & crew\xa0»', 226992)]",,"[{'star': 'Edward Dillon', 'star_id': 226992, 'character': 'Mike', 'character_id': 648}, {'star': 'George Gebhardt', 'star_id': 311375, 'character': 'The Black Viper', 'character_id': 648}, {'star': 'D.W. Griffith', 'star_id': 428, 'character': 'Rescuer', 'character_id': 648}, {'star': ""Anthony O'Sullivan"", 'star_id': 642722, 'character': 'Gang Member', 'character_id': 648}, {'star': 'Mack Sennett', 'star_id': 784407, 'character': 'Rescuer', 'character_id': 648}]","[('D.W. Griffith', 428), ('Wallace McCutcheon Jr.', 428)]",21-Jul-08,USA,None | English,Shadyside | New Jersey | USA,,,10
67,669,1908,Ex-Convict No. 900 (1908) ,6.5,6,"An ex-convict has a happy life until his past is exposed, and he is forced to return to crime to feed his child.",Drama | Short,"[('Maurice Costello', 7221), ('Charles Ogle', 7221), ('Herbert Prior | See full cast & crew\xa0»', 7221)]","[('Edwin S. Porter (scenario)', 692105)]","[{'star': 'Maurice Costello', 'star_id': 7221, 'character': None, 'character_id': None}, {'star': 'Charles Ogle', 'star_id': 644728, 'character': None, 'character_id': None}, {'star': 'Herbert Prior', 'star_id': 697944, 'character': None, 'character_id': None}, {'star': 'Florence Turner', 'star_id': 877550, 'character': None, 'character_id': None}]","[('Edwin S. Porter', 692105)]",16-Oct-08,USA,None | English,,,,
68,670,1908,Fiestas del carnaval de 1908 en Barcelona (1908) ,0,0,No description.,Documentary | Short,,"[('Fructuós Gelabert', 5717)]",,"[('Fructuós Gelabert', 5717)]",,Spain,None,Barcelona | Catalonia | Spain,,,
69,671,1908,The Devil (1908) ,5.5,13,"Harold Thornton, a successful artist, is so deeply in love with his wife that apparently no power, natural or supernatural, could swerve him from the path of honor. But, alas! he is human, ...
                    See full summary »",Short | Drama,"[('Harry Solter', 813603), ('Claire McDowell', 813603), ('George Gebhardt | See full cast & crew\xa0»', 813603)]","[('D.W. Griffith', 428)]","[{'star': 'Harry Solter', 'star_id': 813603, 'character': 'Harold Thornton', 'character_id': 672}, {'star': 'Claire McDowell', 'star_id': 568282, 'character': 'Mrs. Harold Thornton', 'character_id': 672}, {'star': 'George Gebhardt', 'star_id': 311375, 'character': 'The Devil', 'character_id': 672}, {'star': 'Arthur V. Johnson', 'star_id': 424530, 'character': ""The Wife's Companion"", 'character_id': 672}, {'star': 'Florence Lawrence', 'star_id': 492757, 'character': 'A Model', 'character_id': 672}, {'star': 'Mack Sennett', 'star_id': 784407, 'character': 'The Waiter', 'character_id': 672}, {'star': 'D.W. Griffith', 'star_id': 428, 'character': None, 'character_id': None}, {'star': 'Jeanie Macpherson', 'star_id': 534221, 'character': None, 'character_id': None}]","[('D.W. Griffith', 428)]",2-Oct-08,USA,None | English,,,,10
70,672,1908,L'assassinat du duc de Guise (1908) ,5.5,587,"France, at the end of the sixteenth century. Henry III decided to eliminate his rival, the Duke of Guise, and, therefore, calls him in the castle of Blois. The mistress of the duke, warned ...
                    See full summary »",Short | History | Drama,"[('Charles Le Bargy', 494039), ('Albert Lambert', 494039), ('Gabrielle Robinne | See full cast & crew\xa0»', 494039)]","[('Henri Lavedan', 491819)]","[{'star': 'Charles Le Bargy', 'star_id': 494039, 'character': 'Henri III', 'character_id': 637}, {'star': 'Albert Lambert', 'star_id': 483056, 'character': 'Le duc de Guise', 'character_id': 637}, {'star': 'Gabrielle Robinne', 'star_id': 732264, 'character': 'Marquise de Noirmoutier, maîtresse du duc', 'character_id': 637}, {'star': 'Berthe Bovy', 'star_id': 100664, 'character': 'Le page', 'character_id': 637}, {'star': 'Jean Angelo', 'star_id': 29671, 'character': None, 'character_id': None}, {'star': 'Albert Dieudonné', 'star_id': 226387, 'character': None, 'character_id': None}, {'star': 'Huguette Duflos', 'star_id': 240646, 'character': None, 'character_id': None}, {'star': 'Raphaël Duflos', 'star_id': 240647, 'character': None, 'character_id': None}, {'star': 'Charles Lorrain', 'star_id': 521092, 'character': None, 'character_id': None}, {'star': 'Rolla Norman', 'star_id': 635615, 'character': None, 'character_id': None}]","[('André Calmettes (co-director)', 130633), ('Charles Le Bargy (co-director)', 130633)]",17-Nov-08,France,None | French,,,,15
71,673,1909,"A Florida Feud: or, Love in the Everglades (1909) ",0,0,"Sue Guthrie and young Cordova are lovers, but the fathers of the two families are bitter enemies. The love affair finally triumphs after being entangled in the meshes of a cruel family warfare.",Short | Drama,,,,"[('Sidney Olcott', 646058)]",8-Jan-09,USA,None | English,Jacksonville | Florida | USA,,,
72,674,1908,The Flower Girl of Paris (1908) ,0,0,"In a thieves' den in a low quarter of Paris, Jean Bambard, a desperado, and Pigord, one of his gang, are apparently quarreling. They take frequent pulls from a brandy bottle on the table ...
                    See full summary »",Short | Drama,"[('Mary Fuller', 298301)]",,"[{'star': 'Mary Fuller', 'star_id': 298301, 'character': None, 'character_id': None}]","[('Van Dyke Brooke', 111753)]",26-Dec-08,USA,None,,,,
73,675,1908,The French Maid (1908) ,0,0,No description.,Short,"[('Donald Crisp', 187981)]",,"[{'star': 'Donald Crisp', 'star_id': 187981, 'character': None, 'character_id': None}]",,,USA,None,,,,
74,676,1908,Father Gets in the Game (1908) ,5.1,75,"""You have got to keep up with the bandwagon or quit."" This never impressed old Wilkins so forcibly as when his son and daughter give him the go-by, stamping him as a ""has-been,"" and away ...
                    See full summary »",Short | Comedy,"[('Mack Sennett', 784407), ('Harry Solter', 784407), ('George Gebhardt | See full cast & crew\xa0»', 784407)]","[('D.W. Griffith', 428)]","[{'star': 'Mack Sennett', 'star_id': 784407, 'character': 'Bill Wilkins', 'character_id': 684}, {'star': 'Harry Solter', 'star_id': 813603, 'character': ""Wilkins' Son"", 'character_id': 684}, {'star': 'George Gebhardt', 'star_id': 311375, 'character': 'Professor Dyem', 'character_id': 684}, {'star': 'Linda Arvidson', 'star_id': 38106, 'character': None, 'character_id': None}, {'star': 'Charles Avery', 'star_id': 43018, 'character': 'The Butler', 'character_id': 684}, {'star': 'Charles Gorman', 'star_id': 331049, 'character': None, 'character_id': None}, {'star': 'Charles Inslee', 'star_id': 409390, 'character': 'Clumsy Waiter', 'character_id': 684}, {'star': 'Florence Lawrence', 'star_id': 492757, 'character': 'First Couple', 'character_id': 684}, {'star': 'Marion Leonard', 'star_id': 502701, 'character': None, 'character_id': None}, {'star': 'Jeanie Macpherson', 'star_id': 534221, 'character': None, 'character_id': None}]","[('D.W. Griffith', 428)]",10-Oct-08,USA,None | English,Central Park | Manhattan | New York City | New York | USA,,,10
75,677,1908,Falsely Accused! (1908) ,5.5,14,"A wealthy old alchemist and inventor has just perfected a motion picture camera with which he hopes to revolutionize the art of animated photography, and our story opens with the old man in...
                    See full synopsis »",Short | Drama,"[('Edward Dillon', 226992), ('D.W. Griffith', 226992)]",,"[{'star': 'Edward Dillon', 'star_id': 226992, 'character': 'Inventor', 'character_id': 680}, {'star': 'D.W. Griffith', 'star_id': 428, 'character': 'Cop in Court', 'character_id': 680}]","[('Wallace McCutcheon', 567363)]",18-Jan-08,USA,None | English,,,,
76,678,1908,A Famous Escape (1908) ,5.4,9,"The story is founded on an incident taken from the history of the United States during a time of strife. The opening scenes show the departure from their homes, mothers, wives and ...
                    See full summary »",Short | Drama,"[('Harry Solter', 813603), ('D.W. Griffith', 813603), (""Anthony O'Sullivan"", 813603)]",,"[{'star': 'Harry Solter', 'star_id': 813603, 'character': 'Prison Guard', 'character_id': 681}, {'star': 'D.W. Griffith', 'star_id': 428, 'character': 'Prisoner', 'character_id': 681}, {'star': ""Anthony O'Sullivan"", 'star_id': 642722, 'character': 'Prisoner', 'character_id': 681}]","[('Wallace McCutcheon', 567363)]",7-Apr-08,USA,None | English,,,,
77,679,1908,For Love of Gold (1908) ,6.6,16,"It is often said there is honor among thieves, but not so, as we shall see in this story. Two denizens of the underworld are seen in their squalid furnished room planning a robbery. Their ...
                    See full summary »",Short | Crime,"[('Harry Solter', 813603), ('George Gebhardt', 813603), ('Charles Gorman | See full cast & crew\xa0»', 813603)]","[('D.W. Griffith', 428), ('Jack London (story ""Just Meat"")', 428)]","[{'star': 'Harry Solter', 'star_id': 813603, 'character': 'Thief', 'character_id': 689}, {'star': 'George Gebhardt', 'star_id': 311375, 'character': 'Thief', 'character_id': 689}, {'star': 'Charles Gorman', 'star_id': 331049, 'character': None, 'character_id': None}, {'star': 'Charles Inslee', 'star_id': 409390, 'character': None, 'character_id': None}]","[('D.W. Griffith', 428)]",21-Aug-08,USA,None | English,,,,9
